Date,Open,High,Low,Close,Adj Close,Volume
5/1/2018,0.2993,0.3146,0.292,0.3088,0.3088,271896
6/1/2018,0.3088,0.3088,0.3088,0.3088,0.3088,0
7/1/2018,0.3088,0.3088,0.3088,0.3088,0.3088,0
8/1/2018,0.3088,0.3088,0.3088,0.3088,0.3088,0
9/1/2018,0.3088,0.3088,0.3088,0.3088,0.3088,0
10/1/2018,0.3088,0.3088,0.3088,0.3088,0.3088,0
11/1/2018,0.3088,0.3088,0.3088,0.3088,0.3088,0
12/1/2018,0.3088,2.95,0.3088,2.7,2.7,5103862
1/1/2019,2.7,3,2.22975,2.53699,2.53699,6781602
2/1/2019,2.67205,2.82,2,2.24,2.24,4307218
3/1/2019,2.2048,2.43,1.78,2.0715,2.0715,8808747
4/1/2019,2.10277,2.39817,1.585,2.0781,2.0781,10823126
5/1/2019,1.89,2.05,1.18,1.34,1.34,26231435
6/1/2019,1.33,1.37,0.839,0.943,0.943,13483116
7/1/2019,1.01,1.01,0.5255,0.6389,0.6389,26039978
8/1/2019,0.63,0.747,0.476,0.5128,0.5128,8180381
9/1/2019,0.5128,0.5541,0.219,0.4029,0.4029,14469628
10/1/2019,0.226,0.4149,0.17,0.2573,0.2573,15770477
11/1/2019,0.2715,0.475,0.231,0.391,0.391,12548570
12/1/2019,0.351,0.4,0.217,0.28,0.28,11115529
1/1/2020,0.28,0.316,0.232,0.249,0.249,6808079
2/1/2020,0.2526,0.264,0.1752,0.188,0.188,7345817
3/1/2020,0.178,0.2136,0.092,0.1625,0.1625,10879052
4/1/2020,0.173,0.2916,0.1425,0.205,0.205,9123304
5/1/2020,0.1996,0.466,0.1915,0.448,0.448,9750855
6/1/2020,0.4415,0.6105,0.36005,0.4028,0.4028,15288738
7/1/2020,0.3528,0.4455,0.3505,0.391,0.391,563101
7/7/2020,0.3955,0.4,0.3862,0.4,0.4,111932
