Date,Open,High,Low,Close,Adj Close,Volume
2017-07-01,8.120000,9.530000,7.730000,9.030000,9.030000,19034600
2017-08-01,9.020000,9.210000,8.360000,8.960000,8.960000,15799400
2017-09-01,8.990000,10.890000,8.910000,10.720000,10.720000,31958700
2017-10-01,10.770000,17.070000,10.750000,16.180000,16.180000,106310600
2017-11-01,16.690001,21.719999,15.890000,18.430000,18.430000,170877000
2017-12-01,18.600000,33.090000,17.910000,29.740000,29.740000,110421600
2018-01-01,30.690001,44.000000,29.070000,31.020000,31.020000,186714000
2018-02-01,30.889999,31.770000,20.850000,27.350000,27.350000,114638000
2018-03-01,27.690001,34.709999,26.990000,33.660000,33.660000,115318900
2018-04-01,32.790001,33.240002,23.879999,30.110001,30.110001,108808900
2018-05-01,29.620001,40.000000,28.760000,36.740002,36.740002,91018100
2018-06-01,37.000000,48.720001,36.169998,38.419998,38.419998,155067300
2018-07-01,39.599998,40.200001,31.809999,34.320000,34.320000,73678900
2018-08-01,34.520000,62.790001,32.009998,59.639999,59.639999,176991000
2018-09-01,62.000000,74.449997,52.799999,62.750000,62.750000,143764200
2018-10-01,64.250000,76.680000,41.799999,48.430000,48.430000,102987200
2018-11-01,48.930000,61.250000,40.000000,45.150002,45.150002,97313500
2018-12-01,45.540001,46.419998,34.360001,36.610001,36.610001,53667200
2019-01-01,36.000000,67.620003,35.840000,64.419998,64.419998,99261400
2019-02-01,64.949997,67.989998,55.230000,62.380001,62.380001,56334000
2019-03-01,63.290001,65.410004,54.480000,57.820000,57.820000,52335200
2019-04-01,58.099998,70.980003,53.049999,67.669998,67.669998,59821100
2019-05-01,67.919998,69.300003,54.080002,54.480000,54.480000,37962600
2019-06-01,54.389999,58.619999,50.759998,52.869999,52.869999,38251700
2019-07-01,53.360001,53.990002,42.560001,43.270000,43.270000,36892200
2019-08-01,43.130001,45.430000,30.299999,31.459999,31.459999,41949400
2019-09-01,31.290001,38.330002,29.660000,30.350000,30.350000,37298900
2019-10-01,30.000000,31.600000,25.190001,26.330000,26.330000,36716000
2019-11-01,26.100000,28.690001,18.230000,24.510000,24.510000,63236400
2019-12-01,24.480000,29.330000,23.420000,27.309999,27.309999,47269200
2020-01-01,28.000000,33.860001,24.799999,29.799999,29.799999,71940300
2020-02-01,29.889999,31.639999,23.520000,25.170000,25.170000,46530600
2020-03-01,25.420000,25.420000,12.960000,20.459999,20.459999,73333900
2020-04-01,19.900000,25.430000,18.230000,22.200001,22.200001,43088800
2020-05-01,22.290001,30.570000,18.340000,24.209999,24.209999,51407100
2020-06-01,22.969999,25.180000,20.980000,21.990000,21.990000,45146100
2020-07-01,22.490000,22.809999,22.180000,22.330000,22.330000,839900
