EPS-Annual Basis,Ticker,Quarter-Year,CFPS,PE_Ratio,Market_Cap,ROE,Price_Sales_Ratio,Payout_Ratio,Debt_Equity_Ratio,Quarter,Final_Rating
-1.118225829,CRBP,2019,-0.373296426,-0.015601724,414705704,-4316.764987,161.1433772,0,6.98083317,4,0
-2.2242189,AMRS,2018,-0.627229602,-6.045001992,413000581,0.330809047,27.78155396,0,-1.594024026,3,0
-0.976708631,CRBP,2018,-0.251125317,-0.02377982,411538130,-628.764589,213.530249,0,0.707205934,4,0
-0.646145492,CRBP,2017,-0.193198698,-0.012613258,408942167,-561.087123,0.167585856,0,0.159121381,4,0
-1.118225829,CRBP,2019,-0.262577996,177.6887997,382502328,0.045439737,13.14685719,0,0.775709633,2,0
-0.976708631,CRBP,2018,-0.157292811,-0.025727874,375658120,-340.58693,344.3630912,0,0.42711755,3,0
-2.2242189,AMRS,2018,-0.517041523,167,352431114,-0.006013816,15.19492602,0,-1.465460765,2,0
-0.646145492,CRBP,2017,-0.130291614,-0.050242118,349966295,-217.8076083,439.4838898,0,0.201346483,3,0
-2.382435576,AMRS,2019,-0.477087056,-5.242124063,347254024,0.278171809,24.15848228,0,-1.441539954,1,0
-2.2242189,AMRS,2018,-0.499872024,-3.692737372,337870699,0.313183729,14.69130788,0,-1.404452538,1,0
-0.976708631,CRBP,2018,-0.050898471,-0.028676859,335386911,-178.4475994,352.8746737,0,0.17699402,1,0
-0.646145492,CRBP,2017,-0.143942705,-0.044732355,333946670,-171.2804395,258.133605,0,0.161090392,1,0
-1.118225829,CRBP,2019,-0.287261928,-0.015702388,326465233,-701.4281019,126.0589142,0,1.298543761,3,0
-2.382435576,AMRS,2019,-0.60441747,-5.3404847,312396993,0.273325359,8.937630332,0,-1.598623467,3,0
-0.646145492,CRBP,2017,-0.11918394,-0.040375933,294618624,-194.1355316,841.320394,0,0.185560738,2,0
-0.976708631,CRBP,2018,-0.109782474,-0.022575505,272471688,-217.5239469,319.1858077,0,0.266797897,2,0
-0.486141993,CRBP,2016,-0.131866074,-0.035593257,269450743,-848.7583296,717.2538209,0,1.005573572,4,0
-2.382435576,AMRS,2019,-0.428782963,-3.414150311,268632175,0.307619528,6.627002536,0,-1.629321636,4,0
-2.382435576,AMRS,2019,-0.250815534,-6.592642203,251100556,0.210116345,4.005176831,0,-1.677527018,2,0
-0.486141993,CRBP,2016,-0.081650972,-0.039334353,210311661,-401.5826965,283.2259042,0,0.483896226,3,0
-1.162882514,NBEV,2019,-0.323879817,-19.26822307,205919500,-0.07122435,2.948953142,0,1.090518304,3,0
-2.242511449,AMRS,2017,0.063093791,-99.60954293,161267850,0.008069018,2.001139748,0,-1.754983952,4,0
-1.162882514,NBEV,2019,-0.176577953,-2.029520584,133645960,-0.71363858,2.25658016,0,1.721538878,4,0
-0.11549084,NBEV,2017,0.070261022,-0.032816455,116036558,-67.04695499,10.31773849,0,0.283175479,4,0
-0.486141993,CRBP,2016,-0.069372966,-0.02524229,105749822,-237.3126345,266.6423478,0,0.281758066,2,0
-2.2242189,AMRS,2018,-0.663895501,1.162760857,100631138,-0.397440254,1.221459209,0,-1.587469461,4,0
-0.11549084,NBEV,2017,-0.134518069,-0.127214323,89985560,-24.47970072,8.341418263,0,0.394216019,1,0
-2.242511449,AMRS,2017,-1.638838156,75.70244706,87663434,-0.005781819,3.413685113,0,-1.562728739,2,0
-2.242511449,AMRS,2017,-1.556877132,-2.506897237,86480434,0.175693157,3.574014712,0,-1.705792776,3,0
-0.486141993,CRBP,2016,-0.068615226,-0.029124707,84235670,-451.6298936,212.3956006,0,0.638860482,1,0
0.192332154,NBEV,2016,0.446720546,19.12500494,77069601,0.826002828,7.309156308,0,4.478158115,4,1
-0.11549084,NBEV,2017,-0.133836194,-143.8175087,69016872,-0.008762101,4.58602698,0,0.263764593,3,0
-2.871182413,YCBD,2019,-0.332529802,-0.002257545,65926998,-1150.849008,8.195455521,0,2.976672446,2,0
-2.871182413,YCBD,2019,1.320693844,5.508610513,65467324,0.316044811,7.538120362,0,1.513513515,3,0
-0.024272028,GWPH,2019,-191.086006,-1.250693755,62614732,-0.078258137,1.595401741,0,0.171678945,1,0
-2.871182413,YCBD,2019,-0.335579368,-0.001842683,61451436,2270.185596,10.83159415,0,-7.455792715,1,0
-0.12601699,CRBP,2014,4.277134418,0.774102249,54728868,10.0771355,-0.39023757,0,0.087471076,3,0
-0.282318918,CRBP,2015,0.000188203,-0.020837533,53397031,-378.5624931,469.8953807,0,0.412994361,2,0
-0.282318918,CRBP,2015,-0.085087269,-0.02114786,47664845,-201.7110516,279.6346503,0,0.193312409,3,0
0.008115316,YCBD,2018,-0.124622599,-0.066996527,46243616,-41.10427647,37.02362313,0,4.742923416,4,1
-0.282318918,CRBP,2015,-0.031791559,-0.017691424,44203704,-278.0848324,121.3414087,0,0.432975923,4,0
0.008115316,YCBD,2018,-0.283226639,22.3862173,36778764,0.1160367,11.93763015,0,0.112468698,1,1
0.192332154,NBEV,2016,-0.33138488,18.66841742,35259171,0.286596754,2.615275128,0,3.173808064,3,1
-8.5,YCBD,2017,-0.263833628,-0.026504626,33522574,-94.73772677,48.74195841,0,0.145961769,4,0
-2.871182413,YCBD,2019,-0.19585672,2.272553438,29383577,0.232867038,2.895436937,0.00516127,0.833373286,4,0
0.008115316,YCBD,2018,-0.097359636,-0.032269956,28415503,-69.8455793,19.55580479,0,0.191194893,3,1
0.192332154,NBEV,2016,-0.010024847,-0.014119774,28205928,-322.1731254,41.07220791,0,3.279037077,2,1
0.008115316,YCBD,2018,-0.173847851,44.15482684,24958604,0.04091693,7.803394785,0,0.192235417,2,1
0.192332154,NBEV,2016,-0.00610146,-0.021453973,6174260,-1276.376538,10.48617595,0,4.70772813,1,1
-8.5,NBEV,2015,-5.903573987,-0.015438002,5905236,-330.7139374,8.349727743,0,1.174244442,3,0
-0.10090508,NBEV,2014,-0.051726709,-0.256171232,5468487,-41.93711888,18.19360187,0,1.650804284,3,0
-8.5,NBEV,2015,-0.008447973,-0.030550683,5359292,-278.8285016,22.01854732,0,1.628885643,1,0
-0.10090508,NBEV,2014,-0.001074066,-0.004200608,4211118,-1840.973281,17.24638004,0,1.396599027,4,0
-1.162882514,NBEV,2019,-130.3774083,-0.025301087,295542,-0.074024081,0.004454422,0,1.102034221,2,0
-1.162882514,NBEV,2019,240.1825698,-0.155209901,250819,-0.010330169,0.0043017,0,1.233841532,1,0
1.880115551,MO,2010,-858313.253,110.00,45982,0.230479982,0.0733,0.699616123,6.795841628,2,1
-0.486,CGC,2019,-12.4949,-10.56,5568610608,-12.56,34.7,0,1.45565633,4,0
-0.350033622,CGC,2018,-11.494,-15.78,44056176480,-20.3,53.65,0,0.43534348,4,0
-8.5,GWPH,2017,0.0001344,-5.78,35046178480,-10.56,20.5,0,1.595949393,2,0
-8.5,GWPH,2016,-1.2345,-3.7,33054577648,-5.45,6.7,0,0.48383983,3,0
-8.5,GWPH,2015,-3.465,-9.5,32105617568,-11.67,22.3,0,1.49439392,2,0
-8.5,GWPH,2014,0.2348575,-4.56,32056173456,-8.65,11.3,0,0.38389292,3,0
-8.5,GWPH,2013,-2.4848,-7.78,32024568736,-9.67,13.54,0,1.23949494,4,0
