,EPS-Annual Basis,Ticker,Quarter-Year,CFPS,PE_Ratio,Market_Cap,ROE,Price_Sales_Ratio,Debt_Equity_Ratio,Quarter,Final_Rating
208,-0.170000001,SMG,2008,-2.796875,-37.95087719,2163200000,-0.154891304,6.802515723,5.14673913,4,0
209,-3.1971214530000003,TLRY,2019,-0.845129013,-60.22349132,2148653723,-0.085816202,42.04719523,1.501990384,3,0
210,-0.408211372,AMRS,2016,-0.155108075,-44.0152143,2145961773,0.264333541,96.49976495,-1.704128602,4,0
211,-0.170000001,SMG,2008,-6.015625,37.46807018,2135680000,0.12231759699999999,2.229311065,5.802575107000001,1,0
212,0.027640272,AMRS,2014,-0.262767529,34.87873585,2022722528,-0.465986887,174.59840559999998,-2.737079356,4,1
213,-1.7174645030000002,AMRS,2015,-0.37063378,-42.80391952,2018718452,0.20744227,257.391107,-1.708533099,2,0
214,1.699482387,TAP,2005,-0.476594936,64.60372626,1962596600,0.005938243,4.8305551730000005,1.3070569490000001,2,1
215,-3.1971214530000003,TLRY,2019,-1.175284499,-8.770711475,1930758112,-0.771676756,41.13597477,2.142029859,4,0
217,-0.170000001,SMG,2008,9.894000069,-44.99108703,1484705872,-0.075688073,2.729238735,3.94266055,3,0
218,5.294437418,TAP,2004,-8.189698323,8.715665328,1361134170,0.097535796,0.352285468,0.042497155,4,1
219,3.03030303,SMG,2005,14.39393939,14.39764045,1281390000,0.042040624000000006,1.4065751919999998,0.519603212,3,1
