Date,Open,High,Low,Close,Adj Close,Volume
7/1/2017,29.516001,31.33,0.39,31.33,27.961548,87237
8/1/2017,31.33,31.42,30.540001,31.166,27.850983,41000
9/1/2017,31.639999,32.689999,0.52,31.690001,28.364834,80500
10/1/2017,31.690001,32.200001,29.74,29.74,26.61944,34800
11/1/2017,30.035999,30.360001,0.74,29.35,26.270363,235036
12/1/2017,29.26,34.240002,1.11,32.57,29.689104,3459100
1/1/2018,1.12,39.720001,1.05,35.099998,31.995321,47277457
2/1/2018,35.099998,35.349998,28.9,32.5,29.625296,26406000
3/1/2018,31.799999,34.240002,28.469999,29.52,26.908888,5624300
4/1/2018,29.25,30.374001,26.02,28.700001,26.198132,6992900
5/1/2018,28.74,31.299999,28.110001,29.809999,27.211369,4212400
6/1/2018,29.950001,32.700001,28.049999,29.4,26.837109,5290200
7/1/2018,29.4,30.110001,26.379999,26.940001,24.648958,3166000
8/1/2018,27.01,34.549999,25.1,33.48,30.632776,9859200
9/1/2018,34.209999,45.398998,33.226002,40.049999,36.644047,27713700
10/1/2018,41.23,44.290001,28.211,31.02,28.418165,25074400
11/1/2018,31.440001,36.970001,28.200001,29.360001,26.8974,15769100
12/1/2018,29.85,30.837999,23.01,24.940001,22.848133,14979000
1/1/2019,24.74,35.200001,24.549999,35.16,32.738968,18465400
2/1/2019,35.580002,38.349998,32.959999,37.09,34.536072,22269100
3/1/2019,37.380001,39.25,34.5,36.369999,33.865646,19608400
4/1/2019,36.700001,36.799999,33.752998,35.66,33.312431,13230900
5/1/2019,35.75,35.990002,30.780001,30.969999,28.931181,11339700
6/1/2019,30.950001,33.240002,30,31.68,29.594444,7826900
7/1/2019,32.049999,32.16,27.549999,28.08,26.381237,9406300
8/1/2019,27.98,29.25,23.184999,24.01,22.557461,12078100
9/1/2019,23.92,26.18,20.73,20.76,19.504076,12944900
10/1/2019,20.82,21.35,18.07,19.389999,18.435873,16427800
11/1/2019,19.450001,19.93,15.95,17.26,16.410685,20451200
12/1/2019,17.290001,17.91,16.1,17.120001,16.277576,18723100
1/1/2020,17.459999,19.325001,15.98,16.540001,16.03334,27859700
2/1/2020,16.67,17.139999,12.5,13.91,13.483903,17840700
3/1/2020,14.14,14.38,8.81,11.4,11.050791,21961100
4/1/2020,11.09,12.82,10.41,12.06,11.814415,13317800
5/1/2020,11.89,14.75,10.51,13.76,13.479796,18488100
6/1/2020,13.66,15.34,12.57,12.87,12.60792,15048900
7/1/2020,12.78,13.2,12.78,12.92,12.92,928600
7/6/2020,13,13.17,12.88,13.09,13.09,595063
