Date,Open,High,Low,Close,Adj Close,Volume
2017-07-01,89.879997,96.949997,89.599998,95.989998,89.426376,7625300
2017-08-01,98.570000,99.910004,92.889999,95.589996,89.053734,8369300
2017-09-01,95.339996,97.809998,92.720001,97.339996,91.190315,6610300
2017-10-01,97.300003,101.000000,96.419998,99.620003,93.326263,5938100
2017-11-01,99.639999,102.500000,95.000000,98.900002,92.651756,7358600
2017-12-01,98.739998,108.040001,97.540001,106.989998,100.773895,7836700
2018-01-01,108.820000,110.120003,87.000000,90.269997,85.025307,16941800
2018-02-01,89.690002,92.470001,86.250000,89.839996,84.620293,13250100
2018-03-01,89.919998,93.000000,83.629997,85.750000,81.239883,10340300
2018-04-01,85.339996,91.809998,80.209999,83.580002,79.184029,13985700
2018-05-01,82.419998,88.349998,76.599998,85.129997,80.652496,16073200
2018-06-01,82.370003,87.949997,78.750000,83.160004,79.264854,17476300
2018-07-01,83.000000,87.750000,76.620003,79.430000,75.709572,9614300
2018-08-01,80.830002,82.900002,72.669998,74.720001,71.220184,14210800
2018-09-01,74.750000,80.760002,74.250000,78.730003,75.600563,10346300
2018-10-01,78.879997,80.040001,65.199997,66.739998,64.087151,10250700
2018-11-01,67.239998,79.360001,67.000000,75.980003,72.959869,12679900
2018-12-01,77.540001,77.559998,57.959999,61.459999,59.456554,12020700
2019-01-01,60.540001,75.650002,59.520000,74.349998,71.926369,13457300
2019-02-01,74.349998,82.389999,72.269997,81.900002,79.230255,9209500
2019-03-01,82.379997,83.230003,75.910004,78.580002,76.535881,9834400
2019-04-01,79.330002,85.169998,78.690002,85.019997,82.808342,6790100
2019-05-01,89.010002,94.489998,86.610001,89.529999,87.201019,11187100
2019-06-01,89.500000,99.470001,89.500000,98.500000,96.538315,9380000
2019-07-01,98.739998,114.629997,97.949997,112.180000,109.945869,9084400
2019-08-01,113.000000,113.000000,102.720001,106.320000,104.202583,13314000
2019-09-01,105.250000,109.800003,98.919998,101.820000,100.357430,9826800
2019-10-01,103.190002,105.199997,93.779999,100.389999,98.947968,8916900
2019-11-01,100.540001,107.470001,96.300003,101.080002,99.628059,8515000
2019-12-01,100.570000,107.529999,99.500000,106.180000,105.265335,6895400
2020-01-01,106.510002,122.849998,103.470001,122.739998,121.682678,8635800
2020-02-01,122.349998,125.269997,103.430000,105.989998,105.076973,7321400
2020-03-01,106.739998,125.690002,76.500000,102.400002,102.005890,15652900
2020-04-01,98.320000,131.179993,98.300003,124.029999,123.552643,8369600
2020-05-01,122.309998,151.029999,120.739998,142.570007,142.021301,11251300
2020-06-01,142.229996,146.149994,126.750000,134.470001,134.470001,10253100
2020-07-01,134.000000,135.820007,132.889999,134.669998,134.669998,843500
2020-07-02,134.860001,135.820007,133.684998,134.669998,134.669998,275286
