Date,Open,High,Low,Close,Adj Close,Volume
2017-07-01,0.562730,7.627000,0.531820,7.249000,7.249000,3305328
2017-08-01,7.232000,7.270000,6.640000,7.180000,7.180000,3085000
2017-09-01,7.249000,8.860000,0.500000,0.520000,0.520000,6782747
2017-10-01,0.530000,13.240000,0.480000,12.570000,12.570000,16435332
2017-11-01,12.940000,16.980000,12.369000,15.250000,15.250000,32477200
2017-12-01,14.595000,26.370001,0.460000,0.474000,0.474000,23264339
2018-01-01,0.474000,35.880001,0.439000,25.202999,25.202999,93934546
2018-02-01,24.945000,25.782000,16.737000,21.320000,21.320000,26790800
2018-03-01,21.309999,27.000000,21.016001,26.122999,26.122999,17763800
2018-04-01,25.445000,32.779999,18.930000,23.440001,23.440001,18339400
2018-05-01,23.125000,31.309999,22.374001,28.370001,28.370001,37524010
2018-06-01,28.500000,36.549999,27.250000,29.290001,29.290001,87565500
2018-07-01,29.100000,31.000000,24.209999,26.330000,26.330000,56615900
2018-08-01,26.600000,48.189999,24.459999,45.720001,45.720001,266530900
2018-09-01,47.049999,56.599998,40.680000,48.639999,48.639999,327608600
2018-10-01,50.119999,59.250000,31.820000,36.889999,36.889999,318580000
2018-11-01,37.230000,46.740002,30.260000,33.549999,33.549999,204790900
2018-12-01,34.500000,35.180000,25.264000,26.870001,26.870001,109732800
2019-01-01,26.520000,50.990002,26.299999,48.980000,48.980000,282390200
2019-02-01,49.660000,51.810001,41.680000,47.410000,47.410000,177187100
2019-03-01,47.959999,48.900002,40.560001,43.369999,43.369999,121910100
2019-04-01,43.689999,52.740002,39.660000,50.520000,50.520000,136108300
2019-05-01,50.700001,51.660000,40.000000,40.259998,40.259998,90155600
2019-06-01,40.290001,44.169998,38.380001,40.310001,40.310001,80996300
2019-07-01,40.750000,41.070000,32.279999,32.639999,32.639999,96091800
2019-08-01,32.509998,34.340000,22.760000,23.580000,23.580000,111746300
2019-09-01,23.420000,28.889999,22.410000,22.930000,22.930000,88468700
2019-10-01,22.639999,23.750000,17.889999,19.959999,19.959999,117367000
2019-11-01,19.680000,21.680000,13.810000,18.590000,18.590000,217615100
2019-12-01,18.309999,22.250000,17.610001,21.090000,21.090000,152241600
2020-01-01,21.559999,25.969999,19.020000,22.549999,22.549999,206742000
2020-02-01,22.600000,23.900000,17.480000,18.780001,18.780001,143664900
2020-03-01,18.790001,18.936001,9.000000,14.420000,14.420000,151927000
2020-04-01,14.050000,18.250000,12.880000,16.000000,16.000000,105620100
2020-05-01,15.650000,22.190001,12.950000,17.370001,17.370001,179136100
2020-06-01,16.690001,18.650000,15.320000,16.160000,16.160000,130604500
2020-07-01,16.080000,16.940001,16.080000,16.450001,16.450001,4507000
2020-07-02,16.549999,16.780001,16.290001,16.450001,16.450001,2035330
