,F_Date,EPS,CFPS,PE_Ratio,Market_Cap,Ticker,Quarter,Quarter-Year
0,2020-03-31,-0.5653219038505856,-0.2990411124940739,-4.776039954598344,418677214.5,AMRS,1,2020
1,2019-12-31,-0.7761814092270827,-0.42878296349183265,-3.414150311379985,268632174.8,AMRS,4,2019
2,2019-09-30,-0.6403913113209768,-0.6044174695369107,-5.340484699808534,312396993.0,AMRS,3,2019
3,2019-06-30,-0.44898538533002497,-0.25081553359764075,-6.59264220331863,251100556.24,AMRS,2,2019
4,2019-03-31,-0.8546154089391432,-0.4770870555767329,-5.242124063221775,347254024.32000005,AMRS,1,2019
5,2018-12-31,2.683268859850243,-0.663895500560093,1.1627608573574442,100631138.4,AMRS,4,2018
6,2018-09-30,-1.2258060476315924,-0.6272296017205959,-6.045001992213229,413000581.11,AMRS,3,2018
7,2018-06-30,0.028882580440953917,-0.5170415231840172,229.89635616438355,352431114.0,AMRS,2,2018
8,2018-03-31,-1.7900000279760868,-0.49987202407555514,-3.6927373724534407,337870698.63,AMRS,1,2018
9,2017-12-31,-0.050195993807817245,0.06309379085788022,-99.60954292773316,161267850.0,AMRS,4,2017
10,2017-09-30,-1.2645113462923905,-1.5568771316658465,-2.5068972368611764,86480433.98,AMRS,3,2017
11,2017-06-30,0.05455570012135581,-1.6388381558043896,75.7024470552677,87663433.69,AMRS,2,2017
12,2017-03-31,-0.12884809342471812,-0.08755022975927504,-62.86472531107008,2349317649.6,AMRS,1,2017
13,2016-12-31,-0.20447475137759596,-0.15510807517073139,-44.01521429596964,2145961773.0,AMRS,4,2016
14,2016-09-30,-0.08689338271017652,-0.028257437016331446,-181.25661021314386,3571661504.25,AMRS,3,2016
15,2016-06-30,-0.0626912876231774,-0.0703902176821641,-83.7436938854489,1136066951.25,AMRS,2,2016
16,2016-03-31,-0.07388046469962874,-0.11459001001850569,-207.09127997778938,3170153313.9,AMRS,1,2016
17,2015-12-31,-0.33033616406904087,-0.259251665243979,-66.75018480686695,2799502750.8,AMRS,4,2015
18,2015-09-30,-0.766090872774681,-0.19406010450814928,-33.09006920835072,2537611227.4500003,AMRS,3,2015
19,2015-06-30,-0.5922354841402647,-0.3706337796191831,-42.80391951995251,2018718452.4,AMRS,2,2015
20,2015-03-31,-0.6596900653329463,-0.041352123034532395,-51.387767955684815,2685627528.9,AMRS,1,2015
21,2014-12-31,0.7397057080209262,-0.26276752868344627,34.878735854327246,2022722528.4,AMRS,4,2014
22,2014-09-30,-0.469273266901154,-0.3618850345758245,-94.93402488956151,3481420560.75,AMRS,3,2014
23,2014-06-30,-0.45688222565640857,-0.3329025825579813,-128.6983749816953,4570079295.599999,AMRS,2,2014
24,2014-03-31,0.21288451647543416,-0.1295450961408655,248.02179545121058,4056644486.3999996,AMRS,1,2014
25,2013-12-31,-1.8476862582359175,-0.482756893645218,-35.80153270347795,4992523735.5,AMRS,4,2013
26,2013-09-30,-0.3223185350838098,-0.32136067911030664,-121.92907239970282,2954097566.1,AMRS,3,2013
27,2013-06-30,-0.5213536481103228,-0.28105455183374495,-79.12095781723801,3078912952.5,AMRS,2,2013
28,2013-03-31,-0.44081822628878115,-0.3313468889541852,-92.55515667646604,2990919888.0,AMRS,1,2013
29,2012-12-31,-0.7689640102663237,-0.5497209353898681,-57.3498881758151,2501258022.9,AMRS,4,2012
30,2012-09-30,-0.3670012189631913,-0.5055177178802875,-111.5800108666863,2274893261.55,AMRS,3,2012
31,2012-06-30,-0.8756507073078573,-0.5527550895351223,-60.640617950567524,2858295527.1,AMRS,2,2012
32,2012-03-31,-1.8898242950917143,-1.2318429817610128,-24.843579438543248,2357556314.4,AMRS,1,2012
33,2011-12-31,-1.331099476738974,-0.5966197144868409,-105.25133729541186,6276347745.599999,AMRS,4,2011
34,2011-09-30,-0.9866610454652709,-0.4027169599426041,-316.522073548299,13899750337.800001,AMRS,3,2011
35,2011-06-30,-0.9678767454241388,-4.3319593452887295,-358.7750213461628,15362028864.0,AMRS,2,2011
36,2011-03-31,-0.7558982158320985,-0.7636745241435218,-524.4753747216943,17384785245.899998,AMRS,1,2011
37,2010-12-31,-1.728811496677314,-1.6455245068935145,-270.0988516662769,6929656138.349999,AMRS,4,2010
38,2010-09-30,-7.468234683088794,-7.430394539147855,-33.140361879688044,667148625.0,AMRS,3,2010
39,2020-03-31,-3.796497454792048,-4.2941727628874995,-4.2144108327543695,5568610608.0,CGC,1,2020
40,2019-11-14,-0.0010788909999291214,0.0,-19167.83067182745,7180652726.28,CGC,4,2019
41,2019-08-14,-0.0036944781075596137,0.0,-7432.714229328238,9522555623.76,CGC,3,2019
42,2019-06-21,-0.0003053212662003532,0.005117958017869049,-116238.21832545166,6292439710.83,CGC,2,2019
43,2019-03-31,0.0,-14993.24,,1263.0,CGC,1,2019
44,2019-02-15,0.0002468333475835683,-0.0016199963420788252,185914.9116164841,13917590283.61,CGC,1,2019
45,2019-02-14,0.0013438206225991017,0.0006347072567873227,34148.902932627665,13917590283.61,CGC,1,2019
46,2018-11-15,-0.0014910958982974223,-0.0009980583605465228,-20736.426165014185,6855752800.120001,CGC,4,2018
47,2018-11-14,-0.0014910958982974223,0.01263152348761528,-20736.426165014185,6855752800.120001,CGC,4,2018
48,2018-11-13,-0.10077623990462346,-0.021147470792709712,-305.8260561137092,4442997515.92,CGC,4,2018
49,2018-08-15,-5.5978527139783015e-05,-0.00013510143551361846,-843001.8153597122,7733698654.11,CGC,3,2018
50,2018-08-14,30326.0,73765.0,0.0014532084679812702,-132.21,CGC,3,2018
51,2020-03-31,-1.7294495856189085,-0.679304179714349,-4.654660110904125,857029983.6,TLRY,1,2020
52,2019-12-31,-2.1913843654649803,-1.1752844988541564,-8.770711474854295,1930758111.9399998,TLRY,4,2019
53,2019-09-30,-0.3687929661946534,-0.8451290127270269,-60.22349132406526,2148653723.46,TLRY,3,2019
54,2019-06-30,-0.36499420193074883,-1.0715333448802549,-111.6730068159644,3914473907.9199996,TLRY,2,2019
55,2019-03-31,-0.3193769475487896,-0.35783793832815436,-160.71917649021483,4869951766.83,TLRY,1,2019
56,2018-12-31,-0.3735589507803767,-0.42591430568029337,-207.41036946950885,6431588146.88,TLRY,4,2018
57,2018-09-30,-0.20076431727109287,-0.359711681827164,-448.78492963636364,8392278184.2,TLRY,3,2018
58,2018-06-30,0.8568266666666666,-0.45332,26.656499953316114,1713000000.0,TLRY,2,2018
59,2020-03-31,-0.6189840627120187,-0.8197547387476126,-23.94245812253648,692463773.82,CARA,1,2020
60,2019-12-31,-0.6705284097128962,-0.7304074802387935,-23.861777917584146,682709328.0,CARA,4,2019
61,2019-09-30,-0.7949354945741937,-0.6205395918153159,-25.59956139699166,840740795.4000001,CARA,3,2019
62,2019-06-30,-0.5785422217644056,-0.627501609259538,-41.0514550304878,942541407.5,CARA,2,2019
63,2019-03-31,-0.5552145581909229,-0.6962178182560766,-34.36509313114753,754657445.16,CARA,1,2019
64,2018-12-31,-0.575380244932784,-0.6793844311778974,-26.347793712957586,544134635.76,CARA,4,2018
65,2018-09-30,-0.5591288081463338,-0.5914084094413798,-32.5685239871134,631829365.35,CARA,3,2018
66,2018-06-30,-0.5210226139996055,1.2424362101080508,-34.33632153251135,590378712.4300001,CARA,2,2018
67,2018-03-31,-0.513040019599983,-0.565148754220295,-24.130671150474146,404598963.18,CARA,1,2018
68,2017-12-31,-1.862811086246567,-0.36576796434119685,-8.084555707870967,469914800.52000004,CARA,4,2017
69,2017-09-30,-1.4301449617946802,-0.3214799781007019,-9.02705693819969,396721098.32,CARA,3,2017
70,2017-06-30,-1.0577695835106131,-0.4011963164476992,-13.273212067039106,418159272.96,CARA,2,2017
71,2017-03-31,-0.813342926608878,-0.7928298641471155,-19.536654810844894,433791883.42,CARA,1,2017
72,2016-12-31,-2.0997831006171483,-0.485978082487457,-6.753078446927375,386816333.44,CARA,4,2016
73,2016-09-30,-1.2945124777210069,-0.49096002574946196,-5.268392632264643,186016407.06,CARA,3,2016
74,2016-06-30,-0.479406389723733,-0.42568676597084415,-12.36946383509255,161718370.17999998,CARA,2,2016
75,2016-03-31,-0.3922289510674574,-0.3610105786994808,-15.552141124205011,166283492.89999998,CARA,1,2016
76,2015-12-31,-1.0028280644987817,-0.16957501698187177,-8.974619198055894,221583348.0,CARA,4,2015
77,2015-09-30,-0.20166451795165974,-0.32926882646964123,-70.26521147064967,336359567.31,CARA,3,2015
78,2015-06-30,-0.24909502558899208,-0.1866897975033614,-78.28337781491906,444962719.5,CARA,2,2015
79,2015-03-31,-0.20558144188395902,-0.23004602805824975,-52.29071214544679,245191149.25,CARA,1,2015
80,2014-12-31,-0.1989894559913498,-0.27849938483544856,-54.22397858341322,226222438.64999998,CARA,4,2014
81,2014-09-30,-0.3202790230752732,-0.22156153958981387,-28.693730584535132,187025735.95,CARA,3,2014
82,2014-06-30,-0.19174522198269156,-0.22166624926920633,-65.5557404248366,240720678.84,CARA,2,2014
83,2014-03-31,-0.21610980754600767,-0.19745652235433334,-66.58651989654153,225262196.81,CARA,1,2014
84,2020-03-31,-0.42811854567999535,-0.4051363340916055,-15.135994610342316,448885164960.0,CRBP,1,2020
85,2019-12-31,-415.97966258849254,-0.37329642581977257,-0.015601724275689474,414705704.16,CRBP,4,2019
86,2019-09-30,-326.70189138965003,-0.2872619283119841,-0.015702388431787694,326465233.11,CRBP,3,2019
87,2019-06-30,0.034104569392804054,-0.2625779960822061,177.6887997090102,382502327.76,CRBP,2,2019
88,2019-03-31,-425.36561766488256,0.16610511294654068,-0.016785559771370927,440365954.56,CRBP,1,2019
89,2018-12-31,-303.6187831099092,-0.2511253165167891,-0.023779819963860336,411538130.02,CRBP,4,2018
90,2018-09-30,-256.5311047946835,-0.15729281073051593,-0.025727874229062232,375658120.2,CRBP,3,2018
91,2018-06-30,-212.61983300077767,-0.10978247398680188,-0.02257550451552863,272471688.0,CRBP,2,2018
92,2018-03-31,-207.4843667139823,-0.05089847087192794,-0.028676859342381632,335386910.6,CRBP,1,2018
93,2017-12-31,-646.1454923339007,-0.1931986982150949,-0.01261325830899463,408942166.95,CRBP,4,2017
94,2017-09-30,-142.31087986465175,-0.13029161427510355,-0.05024211786758808,349966295.25,CRBP,3,2017
95,2017-06-30,-151.08009864149,-0.1191839395040823,-0.040375933394610604,294618623.5,CRBP,2,2017
96,2017-03-31,-160.95731913007867,-0.14394270540988752,-0.0447323553778954,333946670.40000004,CRBP,1,2017
97,2016-12-31,-184.02362048191628,-0.13186607417588975,-0.03559325690282057,269450742.9,CRBP,4,2016
98,2016-09-30,-133.47111551746053,-0.08165097179276236,-0.0393343532017847,210311661.0,CRBP,3,2016
99,2016-06-30,-109.73647865114839,-0.06937296602748405,-0.02524228983878564,105749821.87,CRBP,2,2016
100,2016-03-31,-76.91064615780633,-0.06861522645399401,-0.029124706551079252,84235670.4,CRBP,1,2016
101,2015-12-31,-79.69963137331581,-0.03179155949677426,-0.017691424360490596,44203704.449999996,CRBP,4,2015
102,2015-09-30,-77.07635626769444,-0.08508726897628485,-0.02114786010821315,47664844.68,CRBP,3,2015
103,2015-06-30,-96.94046048119378,0.0001882033461684863,-0.020837532542893947,53397031.480000004,CRBP,2,2015
104,2015-03-31,-59.358770454126955,-0.04953954491601588,-0.053067136935296716,81496157.39999999,CRBP,1,2015
105,2014-12-31,-126.01698989888868,-0.06553909275465739,-0.016664419628535498,42335708.1,CRBP,4,2014
106,2014-09-30,3.875457025714473,4.277134418347553,0.7741022491268432,54728868.0,CRBP,3,2014
107,2020-03-31,0.7521399750739596,1.239839901633877,104.31568936657682,1238435864.1599998,IIPR,1,2020
108,2019-12-31,0.9389327685450126,1.88203772874989,99.5704944294082,985947035.8399999,IIPR,4,2019
109,2019-09-30,0.6463101440161395,1.0377639413657922,112.391861202454,732794935.04,IIPR,3,2019
110,2019-06-30,0.3529923081403523,0.8751353852752756,308.50530589097303,1052620103.7,IIPR,2,2019
111,2019-03-31,0.37672889436122414,0.637159168216539,225.99806193353473,822858943.5,IIPR,1,2019
112,2018-12-31,0.3734441693962923,0.860350370754699,164.147696024006,437617757.59999996,IIPR,4,2018
113,2018-09-30,0.2867851231156636,0.9168670666421627,144.01025949781658,263826795.39999998,IIPR,3,2018
114,2018-06-30,0.24625868852396182,0.3735402545120277,130.188299922179,200750358.48000002,IIPR,2,2018
115,2018-03-31,0.16061567642994692,0.23030078472230484,212.55708507936507,200866445.4,IIPR,1,2018
116,2017-12-31,0.17983671892498526,-0.7054221215162931,153.58376289950579,93225344.08,IIPR,4,2017
117,2017-09-30,0.09913014779295927,-0.00237437479743615,199.6365428742515,66678605.32,IIPR,3,2017
118,2017-06-30,-0.12568819498944905,0.25882237309438677,-140.4268714454976,59260139.74999999,IIPR,2,2017
119,2017-03-31,-0.1764179104477612,0.1862686567164179,-102.03045685279187,60300000.0,IIPR,1,2017
120,2016-12-31,,,,,IIPR,4,2016
121,2020-03-31,,,,,NBEV,1,2020
122,2019-12-31,-0.8524180603738415,-0.1765779526743644,-2.029520584349516,133645960.0,NBEV,4,2019
123,2019-09-30,-0.13960809928151535,-0.323879817112998,-19.268223074763732,205919500.0,NBEV,3,2019
124,2019-06-30,-154.14357350224333,-130.377408287147,-0.025301087235681877,295542.0,NBEV,2,2019
125,2019-03-31,-34.7915949018257,240.18256975542542,-0.15520990099009901,250819.2,NBEV,1,2019
