Date,Open,High,Low,Close,Adj Close,Volume
2018-02-01,8.240000,9.170000,7.170000,9.170000,9.170000,12676400
2018-03-01,9.180000,10.390000,6.345000,6.730000,6.730000,69593600
2018-04-01,6.730000,7.940000,5.120000,6.910000,6.910000,47660200
2018-05-01,6.500000,6.850000,5.500000,6.240000,6.240000,56984900
2018-06-01,6.290000,8.150000,6.090000,6.520000,6.520000,108259400
2018-07-01,6.620000,7.190000,5.640000,6.050000,6.050000,38727700
2018-08-01,6.220000,12.890000,5.610000,9.880000,9.880000,418095000
2018-09-01,10.900000,15.300000,9.260000,11.120000,11.120000,613675700
2018-10-01,11.900000,13.000000,6.500000,7.420000,7.420000,304957800
2018-11-01,7.630000,9.950000,7.220000,9.150000,9.150000,151518900
2018-12-01,9.250000,13.950000,8.510000,10.390000,10.390000,248240300
2019-01-01,10.250000,20.350000,10.250000,19.680000,19.680000,305723800
2019-02-01,20.250000,25.100000,18.719999,21.639999,21.639999,480222900
2019-03-01,22.020000,24.370001,17.240000,18.430000,18.430000,222901000
2019-04-01,18.600000,18.760000,15.470000,17.160000,17.160000,122316800
2019-05-01,17.340000,17.370001,13.900000,14.080000,14.080000,105984200
2019-06-01,13.940000,17.860001,13.510000,15.980000,15.980000,108669900
2019-07-01,16.250000,16.340000,13.550000,13.810000,13.810000,74765400
2019-08-01,13.750000,15.580000,10.580000,11.020000,11.020000,102697100
2019-09-01,10.770000,12.410000,8.840000,9.050000,9.050000,72109300
2019-10-01,8.980000,10.560000,7.400000,8.210000,8.210000,158015600
2019-11-01,8.170000,8.670000,6.040000,6.850000,6.850000,190919800
2019-12-01,6.820000,7.869000,6.370000,7.670000,7.670000,124616900
2020-01-01,7.920000,9.000000,6.380000,7.180000,7.180000,263835000
2020-02-01,7.180000,7.680000,5.410000,5.850000,5.850000,134869400
2020-03-01,5.890000,6.650000,4.000000,5.670000,5.670000,149384800
2020-04-01,5.370000,6.720000,5.143000,5.940000,5.940000,95603600
2020-05-01,5.900000,7.170000,4.620000,6.530000,6.530000,159539900
2020-06-01,6.430000,8.130000,5.820000,6.010000,6.010000,128983300
2020-07-01,6.020000,6.240000,6.017000,6.170000,6.170000,4297700
2020-07-02,6.130000,6.240000,6.080000,6.170000,6.170000,2169379
