,F_Date,EPS,CFPS,PE_Ratio,Market_Cap,ROE,Price_Sales_Ratio,Payout_Ratio,Debt_Equity_Ratio,Ticker,Quarter,Quarter-Year
17,2015-12-31,-0.33033616406904087,-0.259251665243979,-66.75018480686695,2799502750.8,0.2653338816309746,284.30006609119533,0.0,-1.6971688862176952,AMRS,4,2015
18,2015-09-30,-0.766090872774681,-0.19406010450814928,-33.09006920835072,2537611227.4500003,0.5432354128739313,295.3801917646374,0.0,-1.9564351946957192,AMRS,3,2015
19,2015-06-30,-0.5922354841402647,-0.3706337796191831,-42.80391951995251,2018718452.4,0.20744226962832638,257.39110702537295,0.0,-1.7085330987464262,AMRS,2,2015
20,2015-03-31,-0.6596900653329463,-0.041352123034532395,-51.387767955684815,2685627528.9,0.28165689402431665,341.1620336509146,0.0,-2.0404307148400447,AMRS,1,2015
21,2014-12-31,0.7397057080209262,-0.26276752868344627,34.878735854327246,2022722528.4,-0.4659868865104619,174.5984055589124,0.0,-2.737079355896249,AMRS,4,2014
22,2014-09-30,-0.469273266901154,-0.3618850345758245,-94.93402488956151,3481420560.75,0.20372654244858504,213.0481953827795,0.0,-2.4368798817817185,AMRS,3,2014
23,2014-06-30,-0.45688222565640857,-0.3329025825579813,-128.6983749816953,4570079295.599999,0.25548416803965723,491.0367782959063,0.0,-3.0443553899173326,AMRS,2,2014
24,2014-03-31,0.21288451647543416,-0.1295450961408655,248.02179545121058,4056644486.3999996,-0.14623286752675482,671.5187032610494,0.0,-3.1170506665236166,AMRS,1,2014
25,2013-12-31,-1.8476862582359175,-0.482756893645218,-35.80153270347795,4992523735.5,1.0309468890466051,324.25301912710273,0.0,-2.470191625266146,AMRS,4,2013
26,2013-09-30,-0.3223185350838098,-0.32136067911030664,-121.92907239970282,2954097566.1,-23.98811881188119,421.7729249143346,0.0,192.83960396039603,AMRS,3,2013
27,2013-06-30,-0.5213536481103228,-0.28105455183374495,-79.12095781723801,3078912952.5,-1.8675433123770215,283.796935431837,0.0,8.734366751451745,AMRS,2,2013
28,2013-03-31,-0.44081822628878115,-0.3313468889541852,-92.55515667646604,2990919888.0,-0.5443534802237046,380.08894243232936,0.0,3.061518765581834,AMRS,1,2013
29,2012-12-31,-0.7689640102663237,-0.5497209353898681,-57.3498881758151,2501258022.9,-0.649926981193932,427.2733213016741,0.0,2.6186630107590974,AMRS,4,2012
30,2012-09-30,-0.3670012189631913,-0.5055177178802875,-111.5800108666863,2274893261.55,-0.26318982766410637,119.05449348702115,0.0,2.3767507906796617,AMRS,3,2012
31,2012-06-30,-0.8756507073078573,-0.5527550895351223,-60.640617950567524,2858295527.1,-0.5121532493779405,148.38267804080363,0.0,2.206273836558626,AMRS,2,2012
32,2012-03-31,-1.8898242950917143,-1.2318429817610128,-24.843579438543248,2357556314.4,-0.7140621237659524,80.00123229156063,0.0,1.4237599325788586,AMRS,1,2012
33,2011-12-31,-1.331099476738974,-0.5966197144868409,-105.25133729541186,6276347745.599999,-0.3702655043091672,151.0953018994198,0.0,0.9876251148697315,AMRS,4,2011
34,2011-09-30,-0.9866610454652709,-0.4027169599426041,-316.522073548299,13899750337.800001,-0.21564419738657736,383.1665657128681,0.0,0.47957434897687595,AMRS,3,2011
35,2011-06-30,-0.9678767454241388,-4.3319593452887295,-358.7750213461628,15362028864.0,-0.1709977196576691,480.03339991250544,0.0,0.29656431084540397,AMRS,2,2011
36,2011-03-31,-0.7558982158320985,-0.7636745241435218,-524.4753747216943,17384785245.899998,-0.11818544850356193,467.65979571474685,0.0,0.24826538689181576,AMRS,1,2011
37,2010-12-31,-1.728811496677314,-1.6455245068935145,-270.0988516662769,6929656138.349999,-0.08342166700265977,233.09415514648992,0.0,0.16226840862830275,AMRS,4,2010
38,2010-09-30,-7.468234683088794,-7.430394539147855,-33.140361879688044,667148625.0,-0.06344488952060989,27.53967492260062,0.0,0.15064339944342717,AMRS,3,2010
39,2020-03-31,-3.796497454792048,-4.2941727628874995,-4.2144108327543695,5568610608.0,-0.27041099288182086,13.964397219463754,0.0,0.40344595836329766,CGC,1,2020
51,2020-03-31,-1.7294495856189085,-0.679304179714349,-4.654660110904125,857029983.6,-0.9675000525463985,16.449080334728034,0.0,3.810959076864872,TLRY,1,2020
52,2019-12-31,-2.1913843654649803,-1.1752844988541564,-8.770711474854295,1930758111.9399998,-0.7716767564876906,41.13597477288222,0.0,2.1420298593267453,TLRY,4,2019
53,2019-09-30,-0.3687929661946534,-0.8451290127270269,-60.22349132406526,2148653723.46,-0.08581620160240915,42.04719523023033,0.0,1.5019903836208865,TLRY,3,2019
54,2019-06-30,-0.36499420193074883,-1.0715333448802549,-111.6730068159644,3914473907.9199996,-0.09732429678454717,85.27522455385152,0.0,1.8434892702551873,TLRY,2,2019
55,2019-03-31,-0.3193769475487896,-0.35783793832815436,-160.71917649021483,4869951766.83,-0.07933860494344365,211.3877839582429,0.0,1.81890448261416,TLRY,1,2019
56,2018-12-31,-0.3735589507803767,-0.42591430568029337,-207.41036946950885,6431588146.88,-0.1568860578893313,414.11294487669824,0.0,2.3223224539976624,TLRY,4,2018
57,2018-09-30,-0.20076431727109287,-0.359711681827164,-448.78492963636364,8392278184.2,-0.09940780590493,835.3018994923857,0.0,0.18970943151493244,TLRY,3,2018
58,2018-06-30,0.8568266666666666,-0.45332,26.656499953316114,1713000000.0,1.823863313844582,-0.5981753034264305,-0.43475148610376274,2.0220241811886246,TLRY,2,2018
59,2020-03-31,-0.6189840627120187,-0.8197547387476126,-23.94245812253648,692463773.82,-0.1802285728529232,85.56329838378846,0.0,1.2224597130999415,CARA,1,2020
60,2019-12-31,-0.6705284097128962,-0.7304074802387935,-23.861777917584146,682709328.0,-0.15323517912518142,151.3432338727555,0.0,0.24768494962857435,CARA,4,2019
61,2019-09-30,-0.7949354945741937,-0.6205395918153159,-25.59956139699166,840740795.4000001,-0.15499259063494011,145.33116601555747,0.0,0.24493850698934372,CARA,3,2019
62,2019-06-30,-0.5785422217644056,-0.627501609259538,-41.0514550304878,942541407.5,-0.23064945502034256,180.97953293010752,0.0,0.5032497865287056,CARA,2,2019
63,2019-03-31,-0.5552145581909229,-0.6962178182560766,-34.36509313114753,754657445.16,-0.19175354953633364,172.21758219078043,0.0,0.48955659174656396,CARA,1,2019
64,2018-12-31,-0.575380244932784,-0.6793844311778974,-26.347793712957586,544134635.76,-0.15454613484995885,98.34350908367975,0.0,0.42799521065628976,CARA,4,2018
65,2018-09-30,-0.5591288081463338,-0.5914084094413798,-32.5685239871134,631829365.35,-0.12973985153480908,124.81812827933624,0.0,0.42248378251855817,CARA,3,2018
66,2018-06-30,-0.5210226139996055,1.2424362101080508,-34.33632153251135,590378712.4300001,-0.2352892878646888,205.4205679993041,0.0,0.9143494444140347,CARA,2,2018
68,2017-12-31,-1.862811086246567,-0.36576796434119685,-8.084555707870967,469914800.52000004,-0.6697971882922332,515.8230521624588,0.0,0.11781516478451257,CARA,4,2017
69,2017-09-30,-1.4301449617946802,-0.3214799781007019,-9.02705693819969,396721098.32,-0.44358762137392255,435.4787028759605,0.0,0.09056866584573148,CARA,3,2017
70,2017-06-30,-1.0577695835106131,-0.4011963164476992,-13.273212067039106,418159272.96,-0.28844533968137703,459.0112765751921,0.0,0.08014099981688336,CARA,2,2017
71,2017-03-31,-0.813342926608878,-0.7928298641471155,-19.536654810844894,433791883.42,-0.7586183333902764,476.1711124259056,0.0,0.4793467491202296,CARA,1,2017
72,2016-12-31,-2.0997831006171483,-0.485978082487457,-6.753078446927375,386816333.44,-1.1292262198127156,4497.864342325582,0.0,0.2583144406111385,CARA,4,2016
73,2016-09-30,-1.2945124777210069,-0.49096002574946196,-5.268392632264643,186016407.06,-0.49174117712598536,2162.9814774418605,0.0,0.1162920252917746,CARA,3,2016
74,2016-06-30,-0.479406389723733,-0.42568676597084415,-12.36946383509255,161718370.17999998,-0.15830386981159492,2047.0679769620253,0.0,0.11450816099191166,CARA,2,2016
75,2016-03-31,-0.3922289510674574,-0.3610105786994808,-15.552141124205011,166283492.89999998,-0.11263391869541858,23754.7847,0.0,0.07464683388287842,CARA,1,2016
76,2015-12-31,-1.0028280644987817,-0.16957501698187177,-8.974619198055894,221583348.0,-0.23504436236243859,58.26540836181962,0.0,0.05571950801568867,CARA,4,2015
77,2015-09-30,-0.20166451795165974,-0.32926882646964123,-70.26521147064967,336359567.31,-0.0420417519299509,137.85228168442623,0.0,0.035428541317196985,CARA,3,2015
78,2015-06-30,-0.24909502558899208,-0.1866897975033614,-78.28337781491906,444962719.5,-0.1338356486931952,509.11066304347827,0.0,0.09350129503178714,CARA,2,2015
79,2015-03-31,-0.20558144188395902,-0.23004602805824975,-52.29071214544679,245191149.25,-0.09887398785425101,501.4133931492843,0.0,0.08919534412955465,CARA,1,2015
80,2014-12-31,-0.1989894559913498,-0.27849938483544856,-54.22397858341322,226222438.64999998,-0.08075568115829816,247.50813856673958,0.0,0.08269133986295536,CARA,4,2014
81,2014-09-30,-0.3202790230752732,-0.22156153958981387,-28.693730584535132,187025735.95,-0.11779163278214512,166.2450986222222,0.0,0.12717086834733893,CARA,3,2014
82,2014-06-30,-0.19174522198269156,-0.22166624926920633,-65.5557404248366,240720678.84,-0.05964137214137214,250.75070712500002,0.0,0.107620841995842,CARA,2,2014
83,2014-03-31,-0.21610980754600767,-0.19745652235433334,-66.58651989654153,225262196.81,-0.05226486219255964,1265.5179596067417,0.0,0.10547212952663453,CARA,1,2014
84,2020-03-31,-0.42811854567999535,-0.4051363340916055,-15.135994610342316,448885164960.0,-1.3069569252614086,254.75036020927791,0.0,1.8734923092313462,CRBP,1,2020
85,2019-12-31,-415.97966258849254,-0.37329642581977257,-0.015601724275689474,414705704.16,-4316.764987458517,161.14337722652243,0.0,6.9808331702548,CRBP,4,2019
86,2019-09-30,-326.70189138965003,-0.2872619283119841,-0.015702388431787694,326465233.11,-701.4281018518034,126.05891424493868,0.0,1.2985437611352482,CRBP,3,2019
87,2019-06-30,0.034104569392804054,-0.2625779960822061,177.6887997090102,382502327.76,0.04543973673211775,13.146857191938444,0.0,0.7757096327505921,CRBP,2,2019
88,2019-03-31,-425.36561766488256,0.16610511294654068,-0.016785559771370927,440365954.56,-620.1943072154571,233.531398486065,0.0,1.396956181907116,CRBP,1,2019
89,2018-12-31,-303.6187831099092,-0.2511253165167891,-0.023779819963860336,411538130.02,-628.764589022283,213.53024896928665,0.0,0.7072059342860008,CRBP,4,2018
90,2018-09-30,-256.5311047946835,-0.15729281073051593,-0.025727874229062232,375658120.2,-340.58693002955954,344.3630911980991,0.0,0.4271175495673832,CRBP,3,2018
91,2018-06-30,-212.61983300077767,-0.10978247398680188,-0.02257550451552863,272471688.0,-217.52394694365123,319.18580770014734,0.0,0.2667978969511848,CRBP,2,2018
92,2018-03-31,-207.4843667139823,-0.05089847087192794,-0.028676859342381632,335386910.6,-178.44759940874835,352.87467367814133,0.0,0.1769940202873365,CRBP,1,2018
93,2017-12-31,-646.1454923339007,-0.1931986982150949,-0.01261325830899463,408942166.95,-561.0871230314102,0.1675858556180961,0.0,0.1591213805601216,CRBP,4,2017
94,2017-09-30,-142.31087986465175,-0.13029161427510355,-0.05024211786758808,349966295.25,-217.80760831780643,439.48388979445247,0.0,0.20134648305518935,CRBP,3,2017
95,2017-06-30,-151.08009864149,-0.1191839395040823,-0.040375933394610604,294618623.5,-194.13553158002404,841.3203940191784,0.0,0.1855607380520926,CRBP,2,2017
96,2017-03-31,-160.95731913007867,-0.14394270540988752,-0.0447323553778954,333946670.40000004,-171.28043952220776,258.1336050095192,0.0,0.16109039181956744,CRBP,1,2017
97,2016-12-31,-184.02362048191628,-0.13186607417588975,-0.03559325690282057,269450742.9,-848.7583296101067,717.2538209066468,0.0,1.0055735721729497,CRBP,4,2016
98,2016-09-30,-133.47111551746053,-0.08165097179276236,-0.0393343532017847,210311661.0,-401.5826965401477,283.22590423913016,0.0,0.48389622568740126,CRBP,3,2016
99,2016-06-30,-109.73647865114839,-0.06937296602748405,-0.02524228983878564,105749821.87,-237.31263454863372,266.64234784340823,0.0,0.2817580658939082,CRBP,2,2016
100,2016-03-31,-76.91064615780633,-0.06861522645399401,-0.029124706551079252,84235670.4,-451.6298935963062,212.39560058295808,0.0,0.6388604821949757,CRBP,1,2016
101,2015-12-31,-79.69963137331581,-0.03179155949677426,-0.017691424360490596,44203704.449999996,-278.0848324041932,121.34140867765419,0.0,0.43297592323213885,CRBP,4,2015
102,2015-09-30,-77.07635626769444,-0.08508726897628485,-0.02114786010821315,47664844.68,-201.71105162688175,279.6346502868809,0.0,0.19331240944242037,CRBP,3,2015
103,2015-06-30,-96.94046048119378,0.0001882033461684863,-0.020837532542893947,53397031.480000004,-378.562493056721,469.89538068921826,0.0,0.4129943614665151,CRBP,2,2015
106,2014-09-30,3.875457025714473,4.277134418347553,0.7741022491268432,54728868.0,10.077135496678812,-0.3902375699668437,0.0,0.08747107625549078,CRBP,3,2014
107,2020-03-31,0.7521399750739596,1.239839901633877,104.31568936657682,1238435864.1599998,0.013821059653379186,58.610310655939415,1.064521563342318,0.25785380084961335,IIPR,1,2020
108,2019-12-31,0.9389327685450126,1.88203772874989,99.5704944294082,985947035.8399999,0.018069013339172643,55.791480072430964,0.8953746717834781,0.3610280834291345,IIPR,4,2019
109,2019-09-30,0.6463101440161395,1.0377639413657922,112.391861202454,732794935.04,0.014495879123933096,63.41799524361748,0.9026073619631901,0.3854458705642499,IIPR,3,2019
110,2019-06-30,0.3529923081403523,0.8751353852752756,308.50530589097303,1052620103.7,0.012818008324943272,122.15621488917257,1.2930832356389215,0.6181082543164981,IIPR,2,2019
111,2019-03-31,0.37672889436122414,0.637159168216539,225.99806193353473,822858943.5,0.013566786895996661,120.60075384728125,0.9395770392749244,0.5664888067487406,IIPR,1,2019
112,2018-12-31,0.3734441693962923,0.860350370754699,164.147696024006,437617757.59999996,0.010087327652747719,91.49440886472924,0.890847711927982,0.06498115720490973,IIPR,4,2018
113,2018-09-30,0.2867851231156636,0.9168670666421627,144.01025949781658,263826795.39999998,0.012125223376795287,67.1998969434539,0.925764192139738,0.10008604143225892,IIPR,3,2018
114,2018-06-30,0.24625868852396182,0.3735402545120277,130.188299922179,200750358.48000002,0.010172510472672099,59.0268622405175,1.0998702983138782,0.06672164132334994,IIPR,2,2018
115,2018-03-31,0.16061567642994692,0.23030078472230484,212.55708507936507,200866445.4,0.006228825289689811,75.03415965633172,0.9259259259259259,0.04735225490066836,IIPR,1,2018
116,2017-12-31,0.17983671892498526,-0.7054221215162931,153.58376289950579,93225344.08,0.008253001400426927,15.072812300727566,0.8649093904448105,0.08809093257556187,IIPR,4,2017
117,2017-09-30,0.09913014779295927,-0.00237437479743615,199.6365428742515,66678605.32,0.005570380253502335,1709.7078287179486,0.0,0.1698298865910607,IIPR,3,2017
118,2017-06-30,-0.12568819498944905,0.25882237309438677,-140.4268714454976,59260139.74999999,-0.0070359131681616595,47.25688975279107,-1.2440758293838863,0.06559071659608523,IIPR,2,2017
119,2017-03-31,-0.1764179104477612,0.1862686567164179,-102.03045685279187,60300000.0,-0.009749579332871424,46.74418604651163,0.0,0.04765911115510244,IIPR,1,2017
122,2019-12-31,-0.8524180603738415,-0.1765779526743644,-2.029520584349516,133645960.0,-0.7136385803305337,2.2565801604052345,0.0,1.7215388783527499,NBEV,4,2019
123,2019-09-30,-0.13960809928151535,-0.323879817112998,-19.268223074763732,205919500.0,-0.07122434970375949,2.948953142006072,0.0,1.0905183042646638,NBEV,3,2019
124,2019-06-30,-154.14357350224333,-130.377408287147,-0.025301087235681877,295542.0,-0.07402408111533587,0.004454422137818773,0.0,1.1020342205323195,NBEV,2,2019
125,2019-03-31,-34.7915949018257,240.18256975542542,-0.15520990099009901,250819.2,-0.010330169079809506,0.004301699624401873,0.0,1.233841531626554,NBEV,1,2019
126,2018-12-31,-261.2599035480537,-198.87607647261453,-0.02694634693036671,326993.92,-0.0785253921416369,0.023362435705667275,0.0,0.8567324118651964,NBEV,4,2018
127,2018-09-30,-0.08874636052793536,-0.17345251933064987,-43.8327834162339,153625183.15,-0.039127633538333956,11.600638802714316,0.0,0.08549452472849993,NBEV,3,2018
128,2018-06-30,70.67623694557558,-0.1678461127728462,0.029712957151596945,78776596.5,50.987509007058485,5.895389251697748,0.0,0.3367593490132372,NBEV,2,2018
129,2018-03-31,-73.24585928417665,-0.005282368750248642,-0.025120873971335833,66601817.6,-52.49591695739609,5.762298654903362,0.0,0.32358824460729885,NBEV,1,2018
130,2017-12-31,-115.49084013701629,0.0702610219467891,-0.03281645536133958,116036557.74,-67.04695499293632,10.317738486297337,0.0,0.28317547926255526,NBEV,4,2017
131,2017-09-30,-0.015922956953348374,-0.13383619393907542,-143.81750868945514,69016871.88,-0.008762101473618687,4.586026979712522,0.0,0.2637645934831117,NBEV,3,2017
132,2017-06-30,0.00010588822570045235,-0.00016235877651536173,46180.77191918714,115298701996.73999,0.04499481637668136,7633.251692375831,0.0,0.2442737299131668,NBEV,2,2017
133,2017-03-31,-29.163382789797083,-0.13451806870274455,-0.12721432306878874,89985560.28,-24.479700720523134,8.341418263091802,0.0,0.3942160194795507,NBEV,1,2017
134,2016-12-31,0.21333327827660584,0.4467205460272124,19.12500493575087,77069600.64,0.8260028278291512,7.309156308260404,0.0,4.478158114922682,NBEV,4,2016
135,2016-09-30,0.08624191134052045,-0.33138488005491845,18.668417419959795,35259170.660000004,0.2865967539286083,2.6152751280743556,0.0,3.173808064193065,NBEV,3,2016
136,2016-06-30,-126.06434407817177,-0.010024847237733472,-0.014119773620495199,28205928.06,-322.17312544311284,41.07220790983487,0.0,3.2790370766518313,NBEV,2,2016
137,2016-03-31,-18.64456510451033,-0.006101459536756824,-0.021453973195826138,6174260.4,-1276.3765384188935,10.486175951086956,0.0,4.70772812950438,NBEV,1,2016
138,2015-12-31,-0.04665311894238916,-0.017432929266799842,-5.358698532218588,3579691000.0,-1349.2199744704228,6.605936629205189,0.0,1.36069616571604,NBEV,4,2015
139,2015-09-30,-25.910088883147846,-5.903573987317426,-0.015438001845688904,5905236.4,-330.7139374111642,8.349727743316597,0.0,1.1742444416009297,NBEV,3,2015
140,2015-06-30,1.3747646984142907e-05,8.447973467542096e-06,25458.90219640526,4466077000.0,0.12192592685264536,3480.817642905131,0.0,0.8190937101003846,NBEV,2,2015
141,2015-03-31,-13.747646984142907,-0.008447973467542096,-0.030550682635686312,5359292.399999999,-278.8285016284056,22.0185473235305,0.0,1.6288856428506715,NBEV,1,2015
142,2014-12-31,-80.94067000171167,-0.0010740664188528006,-0.004200607679585676,4211117.600000001,-1840.9732806904783,17.24638004046295,0.0,1.3965990267193096,NBEV,4,2014
143,2014-09-30,-1.7566375257011204,-0.051726708773740776,-0.256171232491685,5468487.3,-41.93711887848117,18.19360186577592,0.0,1.6508042842773623,NBEV,3,2014
144,2020-03-31,0.13800000070487495,0.15035604373350941,45.65217367986178,607767388.1999999,0.024285597015606047,200.98127916666664,0.4960564861413656,8.589184308217117,TRST,1,2020
145,2019-12-31,0.1435946679883117,0.12973804582391146,55.990936938232544,778665959.9999999,0.025837100121317513,20.362071075547185,0.4755878334651614,8.700425633108347,TRST,4,2019
146,2019-09-30,0.15190291763490835,0.18932093983991738,56.4834443840087,830758500.0,0.02795331484730017,21.498292058070025,0.448259450639108,8.92557249369492,TRST,3,2019
147,2019-06-30,0.15154364357745082,0.17733303025293437,53.77988682075408,788789600.0,0.028444815080581037,20.126804623510502,0.44951251107929363,9.138413203265907,TRST,2,2019
148,2019-03-31,0.15047961630695444,0.12243653353179525,53.16334661354581,773952000.0,0.029016299993223284,19.47931138628813,0.45232861656820994,9.277329097221946,TRST,1,2019
149,2018-12-31,0.16613646961297343,0.1853582715921455,46.889162976361256,751773950.0,0.03272902457994043,18.453421782567073,0.4114014844383459,9.122895619459001,TRST,4,2018
150,2018-09-30,0.15757933916000538,0.15983950732481106,48.2931331008619,734007330.0,0.031855851173085065,18.11335118327863,0.41667214948351866,9.239293005084695,TRST,3,2018
151,2018-06-30,0.15980124687503242,0.20483190008402402,56.63284972411555,872429050.0000001,0.03271985811836921,11.00024019669651,0.41051606621226877,9.493631256438304,TRST,2,2018
152,2018-03-31,0.15368488786026382,0.11357196973628221,55.633316450567264,823818150.0000001,0.03204521994299898,7226.475,0.42652620205294434,9.672140264922733,TRST,1,2018
153,2017-12-31,0.07659893248431501,0.13586374088293743,112.92585574572128,831360150.0,0.016063433324314653,21.18222966775377,0.8584623743547949,9.70897300505337,TRST,4,2017
154,2017-09-30,0.13121243372188715,0.15040053335000053,68.97212210225469,868772850.0000001,0.027687897865156685,22.17445187472881,0.5003175611305176,9.705595171104,TRST,3,2017
155,2017-06-30,0.1275744184107396,0.2076211123155174,64.27620915032679,786740799.9999999,0.027360148066683656,20.413087361511117,0.5139705882352941,9.99878399341926,TRST,2,2017
156,2017-03-31,0.11417515827240585,0.1111922318755932,69.62985749520416,762238050.0,0.024953271028037384,20.38069652406417,0.5740385493742578,10.139145201732392,TRST,1,2017
157,2016-12-31,0.11301126135554905,0.14162515175618537,73.88644193369142,797825800.0,0.02495574157703277,21.617194570135748,0.5823300611224301,10.252515681117485,TRST,4,2016
158,2016-09-30,0.11444609681000356,0.13906750727855394,61.164165446559295,668402000.0,0.02508677526583534,18.229476899579993,0.573114934114202,10.048578079374115,TRST,3,2016
159,2016-06-30,0.10967660805231279,0.11221260453125982,60.450447162239634,632674380.0,0.024324544176263466,17.429046280991734,0.5982228167399197,10.227761960652156,TRST,2,2016
160,2016-03-31,0.10914905887904368,0.16064593928590154,58.72702949370737,611289650.0,0.024606110749955678,16.89485517660715,0.6006340666730714,10.260001181963242,TRST,1,2016
161,2015-12-31,0.10704183884840647,0.15115190898289224,51.381777996070724,523066500.0,0.02463042268515158,14.424645634548563,0.6145383104125737,10.456272531513875,TRST,4,2015
162,2015-09-30,0.11168740991678151,0.16774152823221217,55.78068293142427,592167730.0,0.0257487411834331,16.42628932038835,0.5876036171816127,10.462305841490982,TRST,3,2015
163,2015-06-30,0.1129134123492137,0.12739731795120102,55.52927565955066,595662540.0,0.02665364670686952,16.698790053544897,0.5809639228115969,10.780919298611783,TRST,2,2015
164,2015-03-31,0.11285243346287929,0.14578659673291416,59.10373215118992,633296490.0,0.026755660763691208,18.00928451585383,0.5808679421371908,10.837553311559244,TRST,1,2015
165,2014-12-31,0.11265164644714037,0.11587479392991504,57.07861538461538,608458040.0,0.027094071837415235,17.0584552412459,0.5847091932457786,10.804574475656002,TRST,4,2014
166,2014-09-30,0.11330132611408388,0.10373088555656607,63.370838155684154,678955160.0,0.027507978443439704,19.046094030520646,0.5798954638790368,10.764875336018918,TRST,3,2014
167,2014-06-30,0.12490479817212491,0.20081238893120082,54.12121951219512,639063360.0,0.03066877566445118,18.01193235625705,0.5255758807588076,10.919289278135771,TRST,2,2014
168,2014-03-31,0.11657773260492102,0.013573031804514463,56.700365089456,624327720.0,0.029617057445417844,18.014996537396122,0.5629824720733811,11.315749410267928,TRST,1,2014
169,2013-12-31,0.11288232795242141,0.1340271877655055,59.35384325900837,630872000.0,0.02937705389248037,18.277668327732066,0.5836861416878352,11.496654349069823,TRST,4,2013
170,2013-09-30,0.10895255908859038,0.18134670974324094,62.596051502145926,641734720.0,0.02892874476562412,18.817544497551534,0.6030042918454935,11.583402936894025,TRST,3,2013
171,2013-06-30,0.10383077381205598,0.21212830220785298,57.401093926047324,560406880.0,0.02800446327408117,16.708612999403698,0.6323875857830585,11.7450110864745,TRST,2,2013
172,2013-03-31,0.09757135863434155,0.07394478619016198,54.934153577661434,503636320.00000006,0.025403933065291543,14.986945990180033,0.6723385689354275,11.224692356929694,TRST,1,2013
173,2012-12-31,0.10472803391966508,0.13297662149028655,49.65241688761982,486891600.0,0.027330141193652138,14.49945205479452,0.6291046298184785,11.114373547232704,TRST,4,2012
174,2012-09-30,0.104234353625171,0.1851701436388509,54.20477801702041,528659200.00000006,0.027272193435994373,15.476878037355817,0.6303701425202501,11.074853824063174,TRST,3,2012
175,2012-06-30,0.09695945584633649,0.15386672085387634,57.03414846679903,517071590.0,0.025909741731374336,15.268162463828029,0.6771453783366423,11.635926117511225,TRST,2,2012
176,2012-03-31,0.10474207425870939,0.11992021073508091,52.22352181501852,465259355.84999996,0.025849712458580688,13.936597047987059,0.6881804916376698,11.692568606628251,TRST,1,2012
177,2011-12-31,0.1058279246203991,-0.03634874665926721,53.01058317190728,461934221.76000005,0.025741767006581668,13.60190282264951,0.703006655955933,11.536021931016554,TRST,4,2011
178,2011-09-30,0.11936229249302141,0.36768761688609103,42.05683298428184,387974284.28,0.027308250199816465,11.369209795750916,0.5503523035230352,11.412181403747669,TRST,3,2011
